,date,close,change,rsi,up,down,ma_fast,ma_slow,ma_200,ema_slow,ema_fast,macd,ema_macd
0,2014-02-25,74.7208,-0.484413,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
1,2014-02-26,74.5997,-0.121105,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
2,2014-02-27,74.9724,0.372629,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
3,2014-02-28,75.2798,0.307413,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
4,2014-03-03,74.0222,-1.2576,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
5,2014-03-04,76.1182,2.096,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
6,2014-03-05,77.0218,0.903619,69.74285327772304,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
7,2014-03-06,77.6366,0.614834,74.16582663159869,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.0
8,2014-03-07,76.584,-1.0527,76.85191741217653,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
9,2014-03-10,76.3604,-0.223575,63.63536474179882,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
10,2014-03-11,75.5033,-0.857041,61.034577463612614,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
11,2014-03-12,75.8108,0.307416,51.602594987443965,0.0,0.0,0.0,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
12,2014-03-13,74.46,-1.3508,54.542315299829376,0.0,0.0,75.62230769230769,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
13,2014-03-14,74.5904,0.130418,41.591436666302776,0.0,0.0,75.61227692307692,0.0,0.0,75.24628625775065,75.55461862973263,0.30833237198197594,0.30833237198197594
14,2014-03-17,75.8201,1.2297,43.11293835734375,0.0,0.0,75.70615384615384,0.0,0.0,75.24628625775065,75.69186794764107,0.44558168989041746,0.323582296194025
15,2014-03-18,76.379,0.558939,55.7833376021929,0.0,0.0,75.81435384615384,0.0,0.0,75.24628625775065,75.81693471590596,0.5706484581553042,0.3527285279910614
16,2014-03-19,75.0096,-1.3694,60.454124206072294,0.0,0.0,75.79356923076925,0.0,0.0,75.24628625775065,75.85159991182731,0.605313654076653,0.3857264482238033
17,2014-03-20,75.2798,0.270153,46.43397511059801,0.0,0.0,75.8903076923077,0.0,0.0,75.24628625775065,76.0664992294665,0.8202129717158471,0.4426020704164557
18,2014-03-21,74.8513,-0.428518,49.14827986298518,0.0,0.0,75.79285384615385,0.0,0.0,75.24628625775065,76.0056756572646,0.7593893995139496,0.49271951792000834
19,2014-03-24,74.0501,-0.801148,44.934647937257964,0.0,0.0,75.56426153846155,0.0,0.0,75.24628625775065,75.78523872239563,0.5389524646449786,0.5183439726603419
20,2014-03-25,74.106,0.055894,37.85568201821419,0.0,0.0,75.29267692307694,0.0,0.0,75.24628625775065,75.46736577230597,0.2210795145553135,0.5086492107240461
21,2014-03-26,73.2396,-0.866355,38.6424661658408,0.0,0.0,75.03541538461539,0.0,0.0,75.24628625775065,75.22162264623906,-0.024663611511599015,0.4716496570025378
22,2014-03-27,73.1092,-0.130419,31.44360238227206,0.0,0.0,74.78532307692309,0.0,0.0,75.24628625775065,74.97809917322512,-0.2681870845255361,0.40759193961281426
23,2014-03-28,73.5843,0.475099,30.44741437803809,0.0,0.0,74.6377076923077,0.0,0.0,75.24628625775065,74.84713200503919,-0.39915425271146887,0.31373239043482687
24,2014-03-31,74.5904,1.0061,38.701163823445924,0.0,0.0,74.54383076923077,0.0,0.0,75.24628625775065,74.70912233186169,-0.5371639258889616,0.19064212554101959
25,2014-04-01,75.9878,1.3973,52.59855804182439,0.0,0.0,74.66135384615384,0.0,0.0,75.24628625775065,74.79870311446356,-0.4475831432870905,0.07365359250060366
26,2014-04-02,76.0809,0.093159,65.33327427633937,0.0,0.0,74.77600769230767,0.0,0.0,75.24628625775065,74.8830780603582,-0.3632081973924528,-0.05783764851142965
27,2014-04-03,76.0995,0.018629,66.0428694482039,0.0,0.0,74.7975,0.0,0.0,75.24628625775065,74.81407010778311,-0.43221614996754454,-0.19023826512048458
28,2014-04-04,74.9258,-1.1738,66.20425748341621,0.0,0.0,74.68571538461539,0.0,0.0,75.24628625775065,74.61345728262984,-0.632828975120816,-0.3204362028722395
29,2014-04-07,73.7147,-1.211,49.06290863621935,0.0,0.0,74.58610769230769,75.15028333333332,0.0,75.24628625775065,74.52145533777733,-0.7248309199733285,-0.4255373622643108
