,date,close,change,rsi,up,down,ma_fast,ma_slow,ma_200,ema_slow,ema_fast,macd,ema_macd
50,2014-05-06,207.28,-9.33,64.94620478995537,0.0,0.0,207.13000000000002,209.27016666666665,0.0,210.2665095901146,206.57561228160554,-3.690897308509051,-9.904806524897072
51,2014-05-07,201.35,-5.93,48.4989027589501,0.0,0.0,207.37846153846155,208.6338333333333,0.0,209.5402942923046,207.45405571738166,-2.0862385749229304,-8.689805535848544
52,2014-05-08,178.59,-22.76,40.83138425372506,0.0,0.0,205.3946153846154,207.48816666666667,0.0,208.7554458822892,206.5744948745293,-2.1809510077598873,-7.589033885236098
53,2014-05-09,182.26,3.67,23.907011909007593,0.0,0.0,202.59615384615384,206.65283333333335,0.0,208.32103388864007,203.90837844659868,-4.412655442041398,-6.680105221278108
54,2014-05-12,184.67,2.41,29.411218773699645,0.0,0.0,200.8023076923077,205.72950000000003,0.0,207.64313627850473,202.5167846445071,-5.126351633997615,-5.80343967916697
55,2014-05-13,190.16,5.49,33.117677937942915,0.0,0.0,199.44076923076926,205.11983333333333,0.0,207.26101702418524,201.2654370274434,-5.995579996741839,-5.191064969891214
56,2014-05-14,190.62,0.46,41.308058866496474,0.0,0.0,198.73076923076923,204.2415,0.0,206.41065744202106,200.97804789703468,-5.432609544986377,-4.670062360715296
57,2014-05-15,188.59,-2.03,42.00234022565889,0.0,0.0,197.96769230769232,202.85150000000004,0.0,204.7662041468229,200.75145523071313,-4.014748916109767,-4.237627235834111
58,2014-05-16,191.56,2.97,39.591104627516565,0.0,0.0,196.78615384615384,201.72350000000003,0.0,203.38766605682682,199.5324272879207,-3.855238768906105,-4.088363465997218
59,2014-05-19,196.09,4.53,44.982195077799894,0.0,0.0,195.87846153846155,201.1856666666667,0.0,202.76549174471947,198.28145333160134,-4.484038413118128,-4.176490255398227
60,2014-05-20,195.3,-0.79,52.52194865670671,0.0,0.0,194.92230769230773,200.77833333333336,0.0,202.36229379128102,196.9076574360313,-5.454636355249733,-4.550756675434538
61,2014-05-21,199.45,4.15,51.09723696399798,0.0,0.0,194.04076923076926,200.2446666666667,0.0,201.59306586730082,195.1812476459488,-6.411818221352036,-5.020853032500333
62,2014-05-22,204.88,5.43,58.06826439370211,0.0,0.0,193.13846153846154,199.843,0.0,200.82188072579697,192.79744767833637,-8.024433047460604,-5.422161655324689
63,2014-05-23,207.3,2.42,65.5620208576704,0.0,0.0,193.14,199.9466666666667,0.0,200.7638744446525,191.53974450035614,-9.224129944296351,-5.877470356468993
64,2014-05-27,211.56,4.26,68.48999683436472,0.0,0.0,193.92538461538462,200.20600000000002,0.0,200.8085564401545,191.1411639531284,-9.667392487026092,-6.2854495220561315
65,2014-05-28,210.24,-1.32,73.1740882729504,0.0,0.0,196.35999999999999,200.61100000000002,0.0,201.13897057393422,193.63917464939186,-7.499795924542354,-6.515136897562352
66,2014-05-29,210.24,0.0,69.44233962765834,0.0,0.0,198.5123076923077,201.15533333333335,0.0,201.70848895255085,195.8721543859837,-5.83633456656716,-6.717535303168729
67,2014-05-30,207.77,-2.47,69.44233962765834,0.0,0.0,200.2892307692308,201.44400000000002,0.0,201.96717827440557,197.87276939804644,-4.094408876359125,-6.744109759552398
68,2014-06-02,204.7,-3.07,61.45944658500114,0.0,0.0,201.40769230769234,201.66333333333333,0.0,202.2294402573619,199.1895368012581,-3.0399034561037865,-6.583650319884138
69,2014-06-03,204.94,0.24,52.67821850989782,0.0,0.0,202.50923076923078,201.682,0.0,202.16482255406356,200.57097883337752,-1.5938437206860385,-6.1546733604881725
70,2014-06-04,203.99,-0.95,53.28694823364778,0.0,0.0,203.69384615384618,201.19366666666667,0.0,201.30340734924133,202.29690936626525,0.9935020170239284,-5.3318600006686205
71,2014-06-05,206.9,2.91,50.298942475524754,0.0,0.0,204.8738461538462,201.15733333333336,0.0,201.04772819943807,203.9120574260492,2.864329226611119,-4.1219975257717625
72,2014-06-06,208.171,1.271,58.59591968291439,0.0,0.0,205.80315384615386,201.1677,0.0,200.81474135896798,205.12898712519603,4.314245766228055,-2.617733557935717
73,2014-06-09,205.31,-2.861,61.84186196640738,0.0,0.0,206.5731538461539,201.3497,0.0,200.95420954875857,206.42824362984305,5.474034081084483,-0.9353528281456529
74,2014-06-10,202.3,-3.01,51.28354317402085,0.0,0.0,206.79238461538466,201.47603333333336,0.0,201.1132783368294,207.16140168981312,6.048123352983708,0.5699715360239092
75,2014-06-11,204.47,2.17,42.39852383620007,0.0,0.0,206.76084615384622,201.39436666666668,0.0,200.86216020628873,207.34143477864728,6.479274572358548,1.9383725514600991
76,2014-06-12,203.52,-0.95,49.724666072567096,0.0,0.0,206.47007692307693,201.24869999999999,0.0,200.53105868453713,207.1769643215567,6.645905637019581,3.1317408307243997
77,2014-06-13,206.42,2.9,46.69153914763506,0.0,0.0,206.07469230769235,201.20503333333332,0.0,200.25314840860895,206.56751936483246,6.314370956223513,4.171104654316322
78,2014-06-16,224.61,18.19,56.20546586948771,0.0,0.0,207.18007692307697,201.66169999999997,0.0,200.14428128503025,206.8873036728555,6.743022387825249,5.0974231108175765
79,2014-06-17,231.67,7.06,81.00849024902458,0.0,0.0,208.82853846153847,202.16369999999998,0.0,199.8579233449562,207.54878949212653,7.69086614717034,5.841574680833845
80,2014-06-18,227.12,-4.55,84.8847925073335,0.0,0.0,210.31700000000004,202.8250333333333,0.0,199.98132094949057,208.3899304278715,8.408609478380924,6.457605819919378
81,2014-06-19,227.79,0.67,73.59107826340872,0.0,0.0,212.09315384615388,203.7063666666666,0.0,200.44477082758024,209.7372581239762,9.292487296395961,7.010743767715812
82,2014-06-20,229.59,1.8,74.18121533146812,0.0,0.0,213.9893076923077,205.4063666666666,0.0,202.19809762934602,211.25017984269863,9.052082213352605,7.408304671301157
83,2014-06-23,237.22,7.63,75.87119882200315,0.0,0.0,216.54546153846158,207.2383666666666,0.0,203.9607837822729,213.35863462166805,9.397850839395147,7.780496614235762
84,2014-06-24,232.5,-4.72,81.77172827895399,0.0,0.0,218.51469230769231,208.8326999999999,0.0,205.5628330971206,215.0581768291496,9.495343732029,8.115615409754701
85,2014-06-25,236.891,4.391,69.50483696838499,0.0,0.0,220.72392307692309,210.39039999999991,0.0,207.0072172254841,216.9336866132108,9.926469387726684,8.4801224931666
86,2014-06-26,235.6,-1.291,73.77475148754091,0.0,0.0,223.0539230769231,211.88973333333325,0.0,208.45226542747267,219.2906256728707,10.838360245398036,8.982787969741548
87,2014-06-27,239.06,3.46,70.39384986618808,0.0,0.0,225.88161538461543,213.57206666666661,0.0,210.12543421658694,222.40165107808278,12.27621686149584,9.597587355704949
88,2014-06-30,240.06,1.0,74.10446799699257,0.0,0.0,228.6193076923077,215.1887333333333,0.0,211.71499605746897,225.5424333304506,13.827437272981626,10.279428591906202
89,2014-07-01,239.72,-0.34,75.15445411936903,0.0,0.0,231.4039230769231,216.64306666666664,0.0,213.10718726387225,229.06584374460775,15.958656480735499,11.118322703278933
90,2014-07-02,229.425,-10.295,73.96483018700866,0.0,0.0,233.17353846153847,217.78056666666666,0.0,214.3920692893884,232.05673768906485,17.664668399676458,12.048565048087877
91,2014-07-03,229.25,-0.175,47.438383713772616,0.0,0.0,233.53046153846157,218.7739,0.0,215.49276598581935,232.91019910265408,17.41743311683473,12.978048481808113
92,2014-07-07,222.66,-6.59,47.10336870367446,0.0,0.0,232.83738461538462,219.36656666666667,0.0,216.20905159884109,232.6173630148806,16.40831141603951,13.75698854587971
93,2014-07-08,219.07,-3.59,35.94958106856497,0.0,0.0,232.21815384615385,219.75890000000004,0.0,216.74930327702086,232.73717648697337,15.987873209952511,14.478380710093433
94,2014-07-09,223.06,3.99,31.247016343647914,0.0,0.0,231.8543076923077,220.1422333333334,0.0,217.15382761040578,232.95679470691124,15.802967096505455,15.13132489995774
95,2014-07-10,219.46,-3.6,41.21746096542799,0.0,0.0,231.07507692307695,220.44956666666673,0.0,217.57474998487174,232.7989694830207,15.224219498148955,15.618642594707843
96,2014-07-11,218.13,-1.33,35.75884159607942,0.0,0.0,229.60661538461542,220.7125666666667,0.0,217.98471187727574,231.56595946364237,13.58124758636663,15.763646008582374
97,2014-07-14,226.7,8.57,33.82788567256499,0.0,0.0,229.16046153846156,221.3435666666667,0.0,218.70927827483558,231.22690036775703,12.517622092921442,15.618110988575687
98,2014-07-15,219.58,-7.12,52.93399399381551,0.0,0.0,227.82884615384617,221.8395666666667,0.0,219.4886286619464,229.9649628347271,10.476334172780696,15.008964065469597
99,2014-07-16,217.16,-2.42,41.3591574141821,0.0,0.0,226.41038461538466,222.24690000000004,0.0,220.2354453177065,228.65535187216602,8.419906554459516,13.981768304889936
100,2014-07-17,215.4,-1.76,38.059104302600964,0.0,0.0,224.5903846153846,222.62723333333335,0.0,221.02612434407445,226.69914393054455,5.6730195864701045,12.676833468182757
101,2014-07-18,220.0201,4.6201,35.64585403593985,0.0,0.0,223.04885384615386,223.06457,0.0,221.77552977555604,224.64699117164324,2.8714613960871986,11.172739021521389
102,2014-07-21,220.54,0.5199,46.110679809255984,0.0,0.0,221.57346923076926,223.47687000000005,0.0,222.4921058263079,222.4842794038046,-0.007826422503285357,9.395439062359634
103,2014-07-22,219.58,-0.96,47.23709729159245,0.0,0.0,220.81616153846156,223.9525366666667,0.0,223.3709721209819,221.4433614025712,-1.9276107184106763,7.425374860702286
104,2014-07-23,222.49,2.91,45.201697942729794,0.0,0.0,220.29616153846152,224.6255366666667,0.0,224.5007956116379,220.46436092802904,-4.03643468360886,5.285302173840307
105,2014-07-24,223.54,1.05,52.447816536933225,0.0,0.0,220.36385384615383,225.26120333333336,0.0,225.5724595084024,220.31267871310422,-5.259780795298184,3.19185457587755
106,2014-07-25,223.57,0.03,54.95522921132084,0.0,0.0,220.7100076923077,225.9295366666667,0.0,226.7340094496357,220.62075741498634,-6.113252034649349,1.1217574505919061
107,2014-07-28,224.82,1.25,55.03426354741462,0.0,0.0,220.8453923076923,226.54287000000002,0.0,227.802648850052,220.48703278001702,-7.3156160700349915,-0.8551259097209472
108,2014-07-29,225.01,0.19,58.56806535834589,0.0,0.0,221.27231538461538,226.55620333333337,0.0,227.92239812746837,220.82305745125825,-7.099340676210119,-2.5794867131286843
109,2014-07-30,228.92,3.91,59.13754125999891,0.0,0.0,222.1023153846154,226.46453666666667,0.0,227.7377191770954,221.53685415098101,-6.2008650261144,-3.898807225638074
110,2014-07-31,223.3,-5.62,69.27627913086526,0.0,0.0,221.84077692307696,226.33720333333335,0.0,227.68549531821873,220.93698061861866,-6.748514699600065,-4.967693458492214
111,2014-08-01,233.27,9.97,48.92152919221845,0.0,0.0,222.89385384615386,226.51987000000003,0.0,227.78783677558764,221.66361042654304,-6.124226349044591,-5.647293450330136
112,2014-08-04,238.52,5.25,68.23708481097322,0.0,0.0,224.5369307692308,226.81753666666668,0.0,227.8973558336858,223.0047286853767,-4.892627148309089,-5.976739720318848
113,2014-08-05,238.49,-0.03,74.22503677243361,0.0,0.0,226.31308461538464,226.85987000000003,0.0,227.594846018152,224.69226820311727,-2.902577815034732,-5.850755623810612
114,2014-08-06,248.9301,10.4401,74.13186772919894,0.0,0.0,228.5369307692308,227.40754000000004,0.0,227.7405849486525,226.38373279651782,-1.3568521521346781,-5.417096885681334
115,2014-08-07,252.39,3.4599,82.86454017923263,0.0,0.0,230.98693076923078,227.92417333333339,0.0,227.71937069348073,228.30773322514074,0.5883625316600103,-4.672473044980294
116,2014-08-08,248.13,-4.26,84.84289439224268,0.0,0.0,233.18308461538462,228.34184000000005,0.0,227.68527198013993,230.33563605089503,2.650364070755103,-3.5651419182258404
117,2014-08-11,259.32,11.19,72.77376424102562,0.0,0.0,236.01616153846155,229.01717333333335,0.0,227.67811873952695,232.6550372567415,4.976918517214557,-2.223335341178654
118,2014-08-12,259.96,0.64,81.0394475129379,0.0,0.0,238.8177,229.6805066666667,0.0,227.62866632752335,235.06652461124807,7.437858283724722,-0.707921640085418
119,2014-08-13,260.31,0.35,81.4159163119091,0.0,0.0,241.6438538461539,230.36684000000002,0.0,227.60275525234357,237.69920111955082,10.096445867207251,1.1637406451153949
120,2014-08-14,261.38,1.07,81.64839699139554,0.0,0.0,244.45616153846157,231.4320066666667,0.0,228.1569771255042,240.44403442002468,12.28705729452048,3.209438827733736
121,2014-08-15,262.01,0.63,82.43223228972478,0.0,0.0,247.30231538461544,232.52400666666668,0.0,228.7523554826537,243.43045693601954,14.678101453365827,5.383964227919837
122,2014-08-18,259.94,-2.07,82.93297226881867,0.0,0.0,249.68846923076927,233.7666733333334,0.0,229.68726414978275,246.0707262421705,16.38346209238776,7.526857550966781
123,2014-08-19,256.76,-3.18,74.76404444072985,0.0,0.0,252.26231538461545,235.0230066666667,0.0,230.78885678525313,249.53733687455767,18.748480089304536,9.760783355571139
124,2014-08-20,255.71,-1.05,63.54572655047807,0.0,0.0,253.98846923076928,236.11134,0.0,231.6916156772898,251.94879097265408,20.257175295364277,11.946206995982722
125,2014-08-21,254.34,-1.37,60.073357857075074,0.0,0.0,255.2053923076924,237.27400666666668,0.0,232.79548844040335,253.81921683307388,21.023728392670535,13.987691920639993
126,2014-08-22,256.78,2.44,55.460193570773804,0.0,0.0,256.61231538461544,238.56234,0.0,234.05768044370544,255.96462176923788,21.906941325532443,15.868805566008646
127,2014-08-25,262.55,5.77,61.58915542761123,0.0,0.0,257.66,239.75734,0.0,235.00931935168367,257.1815360165298,22.172216664846104,17.505956497244355
128,2014-08-26,261.74,-0.81,72.15878123827554,0.0,0.0,258.3792307692308,241.16267333333334,0.0,236.3662089702096,258.01367183678104,21.64746286657143,18.78940283050704
129,2014-08-27,263.25,1.51,69.04701709076375,0.0,0.0,259.5423076923077,242.6990066666667,0.0,237.9316315983442,259.5448881721201,21.613256573775914,19.825647194868758
130,2014-08-28,263.86,0.61,71.70116297169582,0.0,0.0,259.89153846153846,244.31434000000002,0.0,239.6595704493626,259.7662952867771,20.106724837414504,20.428827570874162
131,2014-08-29,269.7,5.84,72.80038327935617,0.0,0.0,260.6407692307692,245.9703366666667,0.0,241.3096385610244,260.1825341901946,18.872895629170188,20.70543129718332
132,2014-09-02,284.12,14.42,81.03044510212914,0.0,0.0,262.47230769230765,248.08967,0.0,243.26824832952937,261.23012827693157,17.961879947402196,20.618031281416396
133,2014-09-03,281.19,-2.93,89.86476736621093,0.0,0.0,263.9961538461539,250.14333666666667,0.0,245.2911464480941,262.09792196399763,16.806775515903524,20.234653528142978
134,2014-09-04,286.04,4.85,80.93015678544198,0.0,0.0,265.8446153846154,252.26166999999998,0.0,247.3204496736072,263.1740160484246,15.853566374817433,19.660191081714856
135,2014-09-05,277.39,-8.65,84.00184411341503,0.0,0.0,267.18692307692305,254.05667,0.0,249.19646919786766,264.23094987726444,15.03448067939678,18.896584343255338
136,2014-09-08,282.11,4.72,62.915230719033815,0.0,0.0,269.1369230769231,256.0080033333333,0.0,251.22798056217295,266.00735055265733,14.779369990484383,18.07515693499293
137,2014-09-09,278.48,-3.63,68.02499957603308,0.0,0.0,270.8884615384615,257.79666999999995,0.0,253.19250940115626,267.914661555688,14.722152154531727,17.305677966988515
138,2014-09-10,281.1,2.62,60.540495015843824,0.0,0.0,272.9469230769231,259.66633666666667,0.0,255.26630329379196,270.2841927584098,15.017889464617838,16.57285939930428
139,2014-09-11,280.31,-0.79,63.88635166640543,0.0,0.0,274.7569230769231,261.37933666666663,0.0,257.1847561969797,272.5039834499603,15.319227252980568,16.04091522325607
140,2014-09-12,279.2,-1.11,62.03592636178981,0.0,0.0,276.03769230769234,263.24267,0.0,259.45493329665254,274.1093390116292,14.654405714976633,15.572194121679008
141,2014-09-15,253.86,-25.34,59.22400036302484,0.0,0.0,275.4315384615384,263.92900333333336,0.0,260.77191373592666,274.83391378854276,14.0620000526161,15.138874133369441
142,2014-09-16,260.74,6.88,26.83178665878924,0.0,0.0,275.23846153846154,264.66967,0.0,261.98243895378755,275.7289999010623,13.746560947274759,14.79885029241069
143,2014-09-17,261.38,0.64,37.636261214260315,0.0,0.0,275.04769230769233,265.43267000000003,0.0,263.2494478062666,276.6501950504851,13.400747244218508,14.526314833455253
144,2014-09-18,263.82,2.44,38.61992557522683,0.0,0.0,274.59538461538466,265.929,0.0,264.039868239889,276.99275088977413,12.952882649885112,14.295026163509512
145,2014-09-19,259.32,-4.5,42.64386395157821,0.0,0.0,272.6876923076923,266.15999999999997,0.0,264.58265179598635,275.2706740226834,10.688022226697058,13.840431967533142
146,2014-09-22,250.03,-9.29,37.372260273329964,0.0,0.0,270.29076923076923,266.22333333333336,0.0,265.19663419537693,273.3707839235833,8.174149728206373,13.11287614238588
147,2014-09-23,250.41,0.38,28.79797173411727,0.0,0.0,267.55000000000007,265.92633333333333,0.0,265.2304515083606,270.6855500508517,5.4550985424911005,12.050343817705132
148,2014-09-24,252.14,1.73,29.569100030072775,0.0,0.0,265.60769230769233,265.6656666666667,0.0,265.2640869143256,268.9802076540467,3.7161207397210774,10.7611097606763
149,2014-09-25,246.95,-5.19,33.400141698848,0.0,0.0,262.9030769230769,265.2203333333334,0.0,265.17945433803266,266.2758455935003,1.0963912554676654,9.254663709619749
150,2014-09-26,246.6,-0.35,28.058382428336145,0.0,0.0,260.45076923076925,264.72766666666666,0.0,265.02684321716083,263.7977648710446,-1.2290783461162391,7.555654998649489
151,2014-09-29,245.26,-1.34,27.70971170192884,0.0,0.0,257.69384615384615,264.1693333333334,0.0,264.8086661392536,260.700565586297,-4.108100552956614,5.571803720846003
152,2014-09-30,242.68,-2.58,26.252549536119375,0.0,0.0,254.7992307692308,263.594,0.0,264.6455930532146,257.32327201795624,-7.322321035258369,3.2692405786819068
153,2014-10-01,240.24,-2.44,23.47910711717384,0.0,0.0,251.80230769230766,263.04333333333335,0.0,264.6026813178528,253.6898052564107,-10.912876061442091,0.6174896107566621
154,2014-10-02,251.42,11.18,21.027998714154705,0.0,0.0,251.61461538461538,262.9003333333333,0.0,264.8316858162668,253.56652417058976,-11.265161645677068,-1.8217530417293513
155,2014-10-03,255.21,3.79,49.3138399370229,0.0,0.0,251.18923076923076,262.9293333333333,0.0,265.2166077546458,252.69723797438,-12.519369780265805,-4.121032987115148
156,2014-10-06,260.62,5.41,55.60301431212867,0.0,0.0,251.13076923076923,263.05733333333336,0.0,265.5868821571835,251.90887867866022,-13.678003478523266,-6.2469332116722995
157,2014-10-07,259.57,-1.05,63.206027876110824,0.0,0.0,250.80384615384614,262.95799999999997,0.0,265.63578204143903,250.68478493922984,-14.950997102209186,-8.321057416331218
158,2014-10-08,259.28,-0.29,60.84659626886627,0.0,0.0,250.80076923076925,262.87600000000003,0.0,265.7248748710691,249.93257124961139,-15.792303621457734,-10.19757906932293
159,2014-10-09,257.01,-2.27,60.1234135938152,0.0,0.0,251.33769230769232,262.66799999999995,0.0,265.69099408456174,250.23445819186892,-15.456535892692813,-11.778407685609215
160,2014-10-10,236.91,-20.1,54.23661778183624,0.0,0.0,250.29923076923077,261.76966666666664,0.0,265.2338984507846,249.61894822950356,-15.61495022128102,-13.05694653764526
161,2014-10-13,224.59,-12.32,26.963693286359657,0.0,0.0,248.18,260.26599999999996,0.0,264.204578053758,248.174894465015,-16.029683588742984,-14.024431265810216
162,2014-10-14,227.06,2.47,19.83230909760664,0.0,0.0,246.65,258.364,0.0,262.4020639861518,247.39696754285,-15.005096443301795,-14.479122419350183
