date,close,rsi,deltas,up,down
2017-12-28,10.55,72.52124645892353,10.55,0.0,0.0
2017-12-29,10.28,72.52124645892353,-0.27000000000000135,0.0,0.0
2018-01-02,10.98,72.52124645892353,0.7000000000000011,0.0,0.0
2018-01-03,11.55,72.52124645892353,0.5700000000000003,0.0,0.0
2018-01-04,12.12,72.52124645892353,0.5699999999999985,0.0,0.0
2018-01-05,11.88,72.52124645892353,-0.23999999999999844,0.0,0.0
2018-01-08,12.28,72.52124645892353,0.3999999999999986,0.0,0.0
2018-01-09,11.82,72.52124645892353,-0.4599999999999991,0.0,0.0
2018-01-10,11.96,73.7127371273713,0.14000000000000057,0.0,0.0
2018-01-11,12.14,75.28726667706547,0.17999999999999972,0.0,0.0
2018-01-12,12.02,72.00142070680162,-0.120000000000001,0.0,0.0
2018-01-16,11.91,68.85328307848471,-0.10999999999999943,0.0,0.0
2018-01-17,12.18,72.25613208426714,0.2699999999999996,0.0,0.0
2018-01-18,12.47,75.53685047668498,0.2900000000000009,0.0,0.0
2018-01-19,12.59,76.83241177441684,0.11999999999999922,0.0,0.0
2018-01-22,12.65,77.51293100113809,0.0600000000000005,0.0,0.0
2018-01-23,12.94,80.65220825239783,0.28999999999999915,0.0,0.0
2018-01-24,12.71,71.59301993243541,-0.22999999999999865,0.0,0.0
2018-01-25,12.41,61.32481278033268,-0.3000000000000007,0.0,0.0
2018-01-26,12.95,70.1360303801148,0.5399999999999991,0.0,0.0
2018-01-29,13.32,74.65726368408293,0.370000000000001,0.0,0.0
2018-01-30,12.87,61.678188961416865,-0.45000000000000107,0.0,0.0
2018-01-31,13.74,72.31329144781964,0.870000000000001,0.0,0.0
2018-02-01,13.25,61.35346828316179,-0.4900000000000002,0.0,0.0
2018-02-02,12.45,47.82797131415757,-0.8000000000000007,0.0,0.0
2018-02-05,11.57,37.449287064722995,-0.879999999999999,0.0,0.0
2018-02-06,11.65,38.828429842554144,0.08000000000000007,0.0,0.0
2018-02-07,11.6,38.22640776526728,-0.05000000000000071,0.0,0.0
2018-02-08,11.22,33.689474739061296,-0.379999999999999,0.0,0.0
2018-02-09,11.31,35.75342727087477,0.08999999999999986,0.0,0.0
2018-02-12,11.68,43.95019295325545,0.3699999999999992,0.0,0.0
2018-02-13,11.78,46.075251532337866,0.09999999999999964,0.0,0.0
2018-02-14,12.2,54.377845711984996,0.41999999999999993,0.0,0.0
2018-02-15,12.19,54.15097698414722,-0.009999999999999787,0.0,0.0
2018-02-16,11.82,46.03033372582763,-0.3699999999999992,0.0,0.0
2018-02-20,12.02,50.60623345305384,0.1999999999999993,0.0,0.0
