date,close,change,rsi,deltas,up,down
2014-08-28,67.8871,0.072857,67.65235726270964,0.07290000000000418,0.0,0.0
2014-08-29,68.2342,0.347142,68.19575920513739,0.3470999999999975,0.0,0.0
2014-09-02,68.0856,-0.148571,70.8612505770695,-0.14860000000000184,0.0,0.0
2014-09-03,68.1985,0.112857,68.07081481249324,0.11289999999999623,0.0,0.0
2014-09-04,67.5242,-0.674285,69.12626746678463,-0.6743000000000023,0.0,0.0
2014-09-05,67.9542,0.43,56.396749981861944,0.4300000000000068,0.0,0.0
2014-09-08,68.4756,0.521428,61.55629047941235,0.5213999999999999,0.0,0.0
2014-09-09,68.4299,-0.045714,66.97239553036741,-0.04569999999999652,0.0,0.0
2014-09-10,69.1985,0.76857,66.04017887993835,0.7685999999999922,0.0,0.0
2014-09-11,68.7942,-0.404285,73.20624427764213,-0.4042999999999921,0.0,0.0
2014-09-12,68.0785,-0.715714,64.9650307224461,-0.7156999999999982,0.0,0.0
2014-09-15,65.3928,-2.6857,52.913247993097585,-2.6857000000000113,0.0,0.0
2014-09-16,65.2728,-0.12,29.468679177969676,-0.11999999999999034,0.0,0.0
2014-09-17,64.9328,-0.34,28.816694066207035,-0.3400000000000034,0.0,0.0
2014-09-18,65.5728,0.64,26.89022904732316,0.6400000000000006,0.0,0.0
2014-09-19,65.3599,-0.212857,36.08262839457995,-0.21290000000000475,0.0,0.0
2014-09-22,63.2542,-2.1057,34.43683035375486,-2.105699999999999,0.0,0.0
2014-09-23,63.4142,0.16,22.720408183511836,0.1600000000000037,0.0,0.0
2014-09-24,64.3657,0.951428,24.938127937633766,0.9515000000000029,0.0,0.0
2014-09-25,63.3557,-1.01,37.188019050636555,-1.0100000000000051,0.0,0.0
2014-09-26,64.1071,0.751428,31.04192886653169,0.7514000000000038,0.0,0.0
2014-09-29,64.2228,0.115714,39.53831218162023,0.11570000000000391,0.0,0.0
2014-09-30,64.4542,0.231428,40.82153816479843,0.2313999999999936,0.0,0.0
2014-10-01,62.6857,-1.7686,43.55954980466037,-1.768500000000003,0.0,0.0
2014-10-02,64.2828,1.5971,31.023348563948858,1.5970999999999975,0.0,0.0
2014-10-03,65.6485,1.3657,46.818886890035365,1.365700000000004,0.0,0.0
2014-10-06,66.2114,0.562856,56.54404681160378,0.5628999999999991,0.0,0.0
2014-10-07,65.1785,-1.0329,59.99023702401524,-1.032899999999998,0.0,0.0
2014-10-08,66.6942,1.5157,51.435513665668076,1.5156999999999954,0.0,0.0
2014-10-09,65.9456,-0.748571,60.80825989917739,-0.7485999999999962,0.0,0.0
2014-10-10,64.5828,-1.3629,54.83492322432617,-1.362799999999993,0.0,0.0
2014-10-13,62.6542,-1.9286,45.52889317451127,-1.928600000000003,0.0,0.0
2014-10-14,64.1599,1.5057,35.72409666737967,1.5056999999999903,0.0,0.0
2014-10-15,64.0842,-0.075714,46.08403378711687,-0.07569999999999766,0.0,0.0
2014-10-16,51.6714,-12.4128,45.6610878359971,-12.412799999999997,0.0,0.0
2014-10-17,51.0128,-0.658571,16.789817943536406,-0.6585999999999999,0.0,0.0
2014-10-20,51.3171,0.304286,16.169875871550886,0.3043000000000049,0.0,0.0
2014-10-21,52.2842,0.967141,17.773085936239553,0.967099999999995,0.0,0.0
2014-10-22,53.5214,1.2371,23.11425033004562,1.2372000000000014,0.0,0.0
2014-10-23,54.7199,1.1986,29.78197309918673,1.1985000000000028,0.0,0.0
2014-10-24,55.0028,0.282857,35.934032028762076,0.28289999999999793,0.0,0.0
2014-10-27,54.1999,-0.802856,37.412939570998034,-0.8029000000000011,0.0,0.0
2014-10-28,55.1742,0.974285,34.80656142251431,0.9742999999999995,0.0,0.0
2014-10-29,54.0142,-1.16,40.550431477933714,-1.1599999999999966,0.0,0.0
2014-10-30,54.1442,0.13,36.20946219742722,0.12999999999999545,0.0,0.0
2014-10-31,56.1099,1.9657,37.07226322819425,1.9657000000000053,0.0,0.0
2014-11-03,55.4871,-0.622857,48.99404365624858,-0.6228000000000051,0.0,0.0
2014-11-04,54.6828,-0.804285,45.848557746667346,-0.8042999999999978,0.0,0.0
2014-11-05,54.3399,-0.342856,41.880567603062474,-0.3429000000000002,0.0,0.0
2014-11-06,54.7571,0.417142,40.18617027464184,0.4172000000000011,0.0,0.0
2014-11-07,54.8799,0.122857,43.371829674679226,0.12279999999999802,0.0,0.0
2014-11-10,55.3242,0.444285,44.36911997444714,0.44429999999999836,0.0,0.0
2014-11-11,54.6499,-0.674285,48.14350269520747,-0.6742999999999952,0.0,0.0
2014-11-12,54.8371,0.187143,43.07448409768576,0.18719999999999715,0.0,0.0
2014-11-13,54.2014,-0.635714,44.914188253675555,-0.6356999999999999,0.0,0.0
2014-11-14,55.1485,0.947142,39.90724266696513,0.9470999999999989,0.0,0.0
2014-11-17,54.4485,-0.699999,49.49410803991916,-0.6999999999999957,0.0,0.0
2014-11-18,54.4328,-0.015714,43.616750931493605,-0.01570000000000249,0.0,0.0
2014-11-19,51.8714,-2.5614,43.48427344745647,-2.561399999999999,0.0,0.0
2014-11-20,52.5914,0.719999,27.77108748780286,0.7199999999999989,0.0,0.0
2014-11-21,51.4685,-1.1229,35.28371794025091,-1.1229000000000013,0.0,0.0
2014-11-24,50.9242,-0.544285,29.76553838229796,-0.5442999999999998,0.0,0.0
2014-11-25,49.8557,-1.0686,27.392371142151603,-1.0685000000000002,0.0,0.0
2014-11-26,50.1657,0.31,23.235655771581975,0.3100000000000023,0.0,0.0
2014-11-28,49.5128,-0.652856,26.912717700103045,-0.6529000000000025,0.0,0.0
2014-12-01,48.83,-0.682857,24.130705257888096,-0.6828000000000003,0.0,0.0
2014-12-02,50.3299,1.5,21.476854479791413,1.4999000000000038,0.0,0.0
2014-12-03,50.7314,0.401428,38.46610838671471,0.40149999999999864,0.0,0.0
2014-12-04,50.0857,-0.645714,42.285299692258945,-0.6456999999999979,0.0,0.0
2014-12-05,50.1314,0.045714,37.9547085830102,0.04569999999999652,0.0,0.0
2014-12-08,48.4971,-1.6343,38.4646070584746,-1.634299999999996,0.0,0.0
2014-12-09,49.1114,0.614285,28.795705946858774,0.6143000000000001,0.0,0.0
2014-12-10,47.76,-1.3514,35.735073777528015,-1.3514000000000053,0.0,0.0
2014-12-11,47.8042,0.044286,28.702173495121002,0.04420000000000357,0.0,0.0
2014-12-12,47.7828,-0.021429,29.223849906877504,-0.021399999999999864,0.0,0.0
2014-12-15,46.72,-1.0629,29.106079542895245,-1.0628000000000029,0.0,0.0
2014-12-16,45.2057,-1.5143,23.693439478901297,-1.5142999999999986,0.0,0.0
2014-12-17,47.6642,2.4586,18.186736298828905,2.458500000000001,0.0,0.0
2014-12-18,47.7742,0.11,42.83798762466232,0.10999999999999943,0.0,0.0
2014-12-19,48.5885,0.814285,43.70530781251285,0.8143000000000029,0.0,0.0
2014-12-22,48.0971,-0.491428,50.10951492528564,-0.49140000000000583,0.0,0.0
2014-12-23,48.0614,-0.035714,46.46375836629909,-0.03569999999999851,0.0,0.0
2014-12-24,48.8714,0.809999,46.184673754495975,0.8100000000000023,0.0,0.0
2014-12-26,48.5785,-0.292857,53.43444457270022,-0.29290000000000305,0.0,0.0
2014-12-29,48.8471,0.268571,50.61686237596338,0.2685999999999993,0.0,0.0
2014-12-30,49.0328,0.185714,53.20309666125624,0.1857000000000042,0.0,0.0
2014-12-31,48.8014,-0.231428,55.06291923945182,-0.23140000000000072,0.0,0.0
2015-01-02,49.8485,1.0471,52.11329856813054,1.0471000000000004,0.0,0.0
2015-01-05,47.3114,-2.5371,62.50046373201941,-2.5371000000000024,0.0,0.0
2015-01-06,46.5014,-0.809999,39.04685934175904,-0.8100000000000023,0.0,0.0
2015-01-07,46.7428,0.241428,34.34443729162058,0.24140000000000583,0.0,0.0
2015-01-08,47.7792,1.0364,36.93170683338296,1.0364000000000004,0.0,0.0
2015-01-09,47.0414,-0.737856,47.14937886296464,-0.7378,0.0,0.0
2015-01-12,45.5471,-1.4943,41.65806653331725,-1.4943000000000026,0.0,0.0
2015-01-13,46.2557,0.708571,32.81294971198241,0.708599999999997,0.0,0.0
2015-01-14,46.32,0.064286,39.74605040991933,0.06430000000000291,0.0,0.0
2015-01-15,46.2514,-0.068572,40.383917716281395,-0.06860000000000355,0.0,0.0
2015-01-16,48.1914,1.94,39.86939233951047,1.9400000000000048,0.0,0.0
2015-01-20,49.8285,1.6371,57.41309592314583,1.6370999999999967,0.0,0.0
2015-01-21,58.4685,8.64,66.76477739287886,8.64,0.0,0.0
2015-01-22,61.2057,2.7371,85.70205863364507,2.7372000000000014,0.0,0.0
2015-01-23,62.4935,1.2879,88.147222820848,1.2877999999999972,0.0,0.0
2015-01-26,63.7942,1.3007,89.14545078550488,1.300699999999999,0.0,0.0
2015-01-27,64.8814,1.0871,90.1071070512189,1.0872000000000028,0.0,0.0
2015-01-28,63.2085,-1.6729,90.87896355355917,-1.6728999999999985,0.0,0.0
2015-01-29,63.3999,0.191429,79.91352561665323,0.19140000000000157,0.0,0.0
2015-01-30,63.1142,-0.285714,80.2255557940564,-0.2857000000000056,0.0,0.0
2015-02-02,63.0092,-0.105,78.15463560035114,-0.10499999999999687,0.0,0.0
2015-02-03,65.2742,2.265,77.31638878071927,2.2649999999999935,0.0,0.0
2015-02-04,64.1014,-1.1729,82.06001189737647,-1.1727999999999952,0.0,0.0
2015-02-05,64.1299,0.028572,73.02267547535297,0.028500000000008185,0.0,0.0
2015-02-06,63.4799,-0.649999,73.10513670700325,-0.6500000000000057,0.0,0.0
2015-02-09,63.2949,-0.185,67.7230413472089,-0.18500000000000227,0.0,0.0
2015-02-10,64.8499,1.555,66.13919379272744,1.5550000000000068,0.0,0.0
2015-02-11,64.9842,0.134286,72.3508723115979,0.1342999999999961,0.0,0.0
2015-02-12,65.2471,0.262857,72.84256385074889,0.2629000000000019,0.0,0.0
2015-02-13,66.5856,1.3386,73.88161833557052,1.3384999999999962,0.0,0.0
2015-02-17,67.1371,0.551428,78.63834029905097,0.5515000000000043,0.0,0.0
2015-02-18,67.8656,0.72857,80.32528159345424,0.7284999999999968,0.0,0.0
2015-02-19,67.7999,-0.065714,82.4214339216804,-0.06570000000000675,0.0,0.0
2015-02-20,68.3142,0.514285,81.52609080582852,0.5143000000000058,0.0,0.0
2015-02-23,67.4056,-0.90857,83.16206367410712,-0.9085999999999927,0.0,0.0
2015-02-24,67.8399,0.434285,70.54816109692264,0.43429999999999325,0.0,0.0
2015-02-25,68.3328,0.492857,72.80174455620345,0.4929000000000059,0.0,0.0
2015-02-26,69.0042,0.671428,75.2572826243362,0.6713999999999913,0.0,0.0
2015-02-27,67.8442,-1.16,78.30660667853803,-1.1599999999999966,0.0,0.0
2015-03-02,68.6071,0.762856,62.98104116423602,0.7629000000000019,0.0,0.0
2015-03-03,67.8156,-0.791428,67.72804805879218,-0.7914999999999992,0.0,0.0
2015-03-04,67.1099,-0.705713,58.7896922072365,-0.7057000000000073,0.0,0.0
2015-03-05,66.8071,-0.302857,51.820261066947836,-0.30279999999999063,0.0,0.0
2015-03-06,64.8742,-1.9329,48.972832647706824,-1.9329000000000036,0.0,0.0
2015-03-09,63.6614,-1.2129,34.960865480407165,-1.2128000000000014,0.0,0.0
2015-03-10,62.1514,-1.51,29.008646403772175,-1.509999999999998,0.0,0.0
2015-03-11,62.8842,0.732857,23.35194044073853,0.7327999999999975,0.0,0.0
2015-03-12,64.0456,1.1614,30.833096491418686,1.1613999999999933,0.0,0.0
2015-03-13,62.6285,-1.4171,41.22336551644925,-1.4170999999999907,0.0,0.0
2015-03-16,60.2814,-2.3471,34.08359193642724,-2.3471000000000046,0.0,0.0
2015-03-17,59.7885,-0.492856,25.668417377094812,-0.4928999999999988,0.0,0.0
2015-03-18,60.4457,0.657142,24.232603177115735,0.6572000000000031,0.0,0.0
2015-03-19,60.7442,0.298571,30.183574856015767,0.2984999999999971,0.0,0.0
2015-03-20,61.1849,0.440714,32.919366489780145,0.44069999999999965,0.0,0.0
2015-03-23,60.7142,-0.470714,37.07870469333301,-0.4707000000000008,0.0,0.0
2015-03-24,62.6114,1.8971,34.46980086754132,1.897200000000005,0.0,0.0
2015-03-25,60.2499,-2.3614,50.50905915988216,-2.3615000000000066,0.0,0.0
2015-03-26,59.7514,-0.498571,37.46439730378944,-0.49849999999999994,0.0,0.0
2015-03-27,59.2528,-0.498571,35.266652856360835,-0.49859999999999616,0.0,0.0
2015-03-30,60.3671,1.1143,33.050840899351584,1.1143,0.0,0.0
2015-03-31,59.5271,-0.839999,42.30935178065715,-0.8400000000000034,0.0,0.0
2015-04-01,59.0171,-0.509999,37.805171055806504,-0.509999999999998,0.0,0.0
2015-04-02,59.1542,0.137143,35.204641105646445,0.13710000000000377,0.0,0.0
2015-04-06,60.3299,1.1757,36.546063311132315,1.175699999999999,0.0,0.0
2015-04-07,60.4942,0.164285,47.246217086793315,0.16429999999999723,0.0,0.0
2015-04-08,63.0499,2.5557,48.62958551227243,2.5557000000000016,0.0,0.0
2015-04-09,62.7857,-0.264285,64.96397704039487,-0.26420000000000243,0.0,0.0
2015-04-10,64.9385,2.1529,62.611117847086604,2.1528000000000063,0.0,0.0
2015-04-13,67.8114,2.8729,72.03908405925935,2.8729000000000013,0.0,0.0
2015-04-14,68.3871,0.575713,79.80519769727857,0.5756999999999977,0.0,0.0
2015-04-15,67.9228,-0.464285,81.01297468495059,-0.4643000000000086,0.0,0.0
2015-04-16,80.2928,12.37,76.78073760358097,12.370000000000005,0.0,0.0
2015-04-17,81.6499,1.3571,91.03750835805633,1.3571000000000026,0.0,0.0
2015-04-20,81.0556,-0.594285,91.67816583872029,-0.594300000000004,0.0,0.0
2015-04-21,80.0628,-0.992856,88.51171493658711,-0.9928000000000026,0.0,0.0
2015-04-22,79.6685,-0.394285,83.03581222517654,-0.3943000000000012,0.0,0.0
2015-04-23,79.8656,0.197142,80.76798403839997,0.19710000000000605,0.0,0.0
2015-04-24,79.7706,-0.094999,81.06351630107856,-0.09499999999999886,0.0,0.0
